geo_value,signal,time_value,value,region
7 CLT AREA,pct_ed_visits_influenza,10/6/18,0.13,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/13/18,0.1,1 NENC
2 SENC,pct_ed_visits_influenza,10/13/18,0.06,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/13/18,0.07,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/13/18,0.03,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/13/18,0.24,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/13/18,0.17,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/13/18,0.15,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/20/18,0.19,1 NENC
2 SENC,pct_ed_visits_influenza,10/20/18,0.03,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/20/18,0.12,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/20/18,0.09,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/20/18,0.3,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/20/18,0.15,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/20/18,0.14,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/27/18,0.27,1 NENC
2 SENC,pct_ed_visits_influenza,10/27/18,0.03,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/27/18,0.23,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/27/18,0.1,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/27/18,0.3,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/27/18,0.2,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/27/18,0.18,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/3/18,0.24,1 NENC
2 SENC,pct_ed_visits_influenza,11/3/18,0.12,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/3/18,0.19,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/3/18,0.05,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/3/18,0.27,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/3/18,0.18,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/3/18,0.23,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/10/18,0.32,1 NENC
2 SENC,pct_ed_visits_influenza,11/10/18,0.08,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/10/18,0.2,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/10/18,0.1,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/10/18,0.39,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/10/18,0.22,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/10/18,0.32,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/17/18,0.3,1 NENC
2 SENC,pct_ed_visits_influenza,11/17/18,0.08,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/17/18,0.21,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/17/18,0.14,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/17/18,0.41,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/17/18,0.23,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/17/18,0.26,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/24/18,0.22,1 NENC
2 SENC,pct_ed_visits_influenza,11/24/18,0.25,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/24/18,0.29,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/24/18,0.33,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/24/18,0.8,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/24/18,0.31,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/24/18,0.37,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/1/18,0.4,1 NENC
2 SENC,pct_ed_visits_influenza,12/1/18,0.14,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/1/18,0.34,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/1/18,0.29,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/1/18,0.66,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/1/18,0.3,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/1/18,0.41,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/8/18,0.41,1 NENC
2 SENC,pct_ed_visits_influenza,12/8/18,0.2,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/8/18,0.47,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/8/18,0.34,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/8/18,0.75,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/8/18,0.39,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/8/18,0.47,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/15/18,0.62,1 NENC
2 SENC,pct_ed_visits_influenza,12/15/18,0.33,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/15/18,0.72,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/15/18,0.67,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/15/18,0.99,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/15/18,0.4,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/15/18,0.57,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/22/18,0.83,1 NENC
2 SENC,pct_ed_visits_influenza,12/22/18,0.85,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/22/18,1.35,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/22/18,0.79,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/22/18,0.93,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/22/18,0.74,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/22/18,0.67,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/29/18,1.68,1 NENC
2 SENC,pct_ed_visits_influenza,12/29/18,1.15,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/29/18,2.26,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/29/18,1.2,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/29/18,1.94,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/29/18,1.17,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/29/18,1.12,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/5/19,1.4,1 NENC
2 SENC,pct_ed_visits_influenza,1/5/19,1.09,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/5/19,1.58,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/5/19,1.06,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/5/19,1.29,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/5/19,1.41,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/5/19,1.29,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/12/19,1.23,1 NENC
2 SENC,pct_ed_visits_influenza,1/12/19,1.13,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/12/19,1.42,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/12/19,1.04,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/12/19,1.32,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/12/19,1.29,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/12/19,1.03,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/19/19,1.75,1 NENC
2 SENC,pct_ed_visits_influenza,1/19/19,2.39,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/19/19,2.1,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/19/19,1.42,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/19/19,1.95,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/19/19,2.13,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/19/19,1.98,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/26/19,2.65,1 NENC
2 SENC,pct_ed_visits_influenza,1/26/19,5.42,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/26/19,2.75,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/26/19,2.43,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/26/19,3.05,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/26/19,3.71,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/26/19,2.9,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/2/19,4.02,1 NENC
2 SENC,pct_ed_visits_influenza,2/2/19,5.96,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/2/19,3.95,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/2/19,3.87,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/2/19,5.11,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/2/19,5.37,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/2/19,4.38,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/9/19,5.91,1 NENC
2 SENC,pct_ed_visits_influenza,2/9/19,7.09,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/9/19,5.78,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/9/19,5.88,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/9/19,8.07,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/9/19,7.72,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/9/19,6.97,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/16/19,5.53,1 NENC
2 SENC,pct_ed_visits_influenza,2/16/19,5.65,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/16/19,5.34,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/16/19,5.63,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/16/19,7.62,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/16/19,7.03,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/16/19,5.65,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/23/19,5.18,1 NENC
2 SENC,pct_ed_visits_influenza,2/23/19,4.01,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/23/19,5.19,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/23/19,5.76,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/23/19,7.99,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/23/19,6.25,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/23/19,4.66,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/2/19,4.27,1 NENC
2 SENC,pct_ed_visits_influenza,3/2/19,3.19,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/2/19,4.48,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/2/19,5.24,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/2/19,5.85,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/2/19,3.97,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/2/19,3.11,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/9/19,3.91,1 NENC
2 SENC,pct_ed_visits_influenza,3/9/19,1.97,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/9/19,3.91,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/9/19,4.05,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/9/19,4.07,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/9/19,3.06,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/9/19,1.92,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/16/19,3.89,1 NENC
2 SENC,pct_ed_visits_influenza,3/16/19,1.61,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/16/19,4.36,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/16/19,3.88,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/16/19,3.48,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/16/19,2.15,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/16/19,1.39,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/23/19,2.99,1 NENC
2 SENC,pct_ed_visits_influenza,3/23/19,1.63,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/23/19,2.65,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/23/19,2.78,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/23/19,2.37,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/23/19,1.59,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/23/19,0.98,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/30/19,2.24,1 NENC
2 SENC,pct_ed_visits_influenza,3/30/19,1.29,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/30/19,2.48,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/30/19,1.89,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/30/19,1.9,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/30/19,1.52,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/30/19,0.8,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/6/19,1.59,1 NENC
2 SENC,pct_ed_visits_influenza,4/6/19,0.71,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/6/19,2.64,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/6/19,1.43,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/6/19,1.52,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/6/19,1.53,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/6/19,0.7,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/13/19,1.25,1 NENC
2 SENC,pct_ed_visits_influenza,4/13/19,0.46,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/13/19,1.78,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/13/19,0.92,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/13/19,1.03,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/13/19,0.74,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/13/19,0.47,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/20/19,0.74,1 NENC
2 SENC,pct_ed_visits_influenza,4/20/19,0.26,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/20/19,1.13,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/20/19,0.67,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/20/19,0.57,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/20/19,0.48,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/20/19,0.22,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/27/19,0.49,1 NENC
2 SENC,pct_ed_visits_influenza,4/27/19,0.31,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/27/19,0.73,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/27/19,0.22,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/27/19,0.31,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/27/19,0.3,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/27/19,0.18,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/4/19,0.38,1 NENC
2 SENC,pct_ed_visits_influenza,5/4/19,0.13,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/4/19,0.31,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/4/19,0.13,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/4/19,0.3,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/4/19,0.18,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/4/19,0.13,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/11/19,0.11,1 NENC
2 SENC,pct_ed_visits_influenza,5/11/19,0.2,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/11/19,0.15,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/11/19,0.11,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/11/19,0.21,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/11/19,0.13,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/11/19,0.08,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/18/19,0.11,1 NENC
2 SENC,pct_ed_visits_influenza,5/18/19,0.19,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/18/19,0.17,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/18/19,0.07,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/18/19,0.09,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/18/19,0.17,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/18/19,0.08,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/25/19,0.11,1 NENC
2 SENC,pct_ed_visits_influenza,5/25/19,0.17,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/25/19,0.14,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/25/19,0.08,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/25/19,0.12,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/25/19,0.11,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/25/19,0.09,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/1/19,0.07,1 NENC
2 SENC,pct_ed_visits_influenza,6/1/19,0.13,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/1/19,0.1,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/1/19,0.09,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/1/19,0.11,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/1/19,0.1,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/1/19,0.05,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/8/19,0.07,1 NENC
2 SENC,pct_ed_visits_influenza,6/8/19,0.11,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/8/19,0.05,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/8/19,0.06,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/8/19,0.1,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/8/19,0.11,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/8/19,0.03,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/15/19,0.09,1 NENC
2 SENC,pct_ed_visits_influenza,6/15/19,0.03,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/15/19,0.02,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/15/19,0.1,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/15/19,0.07,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/15/19,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/15/19,0.05,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/22/19,0.03,1 NENC
2 SENC,pct_ed_visits_influenza,6/22/19,0.04,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/22/19,0.06,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/22/19,0.05,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/22/19,0.05,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/22/19,0.08,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/22/19,0.04,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/29/19,0.03,1 NENC
2 SENC,pct_ed_visits_influenza,6/29/19,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/29/19,0.09,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/29/19,0.03,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/29/19,0.04,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/29/19,0.02,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/29/19,0.02,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/6/19,0.13,1 NENC
2 SENC,pct_ed_visits_influenza,7/6/19,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/6/19,0.03,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/6/19,0.06,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/6/19,0.03,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/6/19,0.05,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/6/19,0.02,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/13/19,0.05,1 NENC
2 SENC,pct_ed_visits_influenza,7/13/19,0.05,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/13/19,0.04,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/13/19,0.04,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/13/19,0.03,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/13/19,0.02,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/13/19,0.05,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/20/19,0.05,1 NENC
2 SENC,pct_ed_visits_influenza,7/20/19,0.07,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/20/19,0.01,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/20/19,0.03,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/20/19,0.03,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/20/19,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/20/19,0.01,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/27/19,0.02,1 NENC
2 SENC,pct_ed_visits_influenza,7/27/19,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/27/19,0,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/27/19,0.01,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/27/19,0.08,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/27/19,0.02,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/27/19,0.03,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/3/19,0.04,1 NENC
2 SENC,pct_ed_visits_influenza,8/3/19,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/3/19,0.02,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/3/19,0.04,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/3/19,0.05,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/3/19,0.02,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/3/19,0.01,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/10/19,0,1 NENC
2 SENC,pct_ed_visits_influenza,8/10/19,0.05,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/10/19,0.01,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/10/19,0.01,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/10/19,0.04,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/10/19,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/10/19,0,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/17/19,0.04,1 NENC
2 SENC,pct_ed_visits_influenza,8/17/19,0.01,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/17/19,0.01,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/17/19,0.04,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/17/19,0.06,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/17/19,0.02,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/17/19,0.01,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/24/19,0.07,1 NENC
2 SENC,pct_ed_visits_influenza,8/24/19,0.04,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/24/19,0.01,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/24/19,0.02,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/24/19,0.03,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/24/19,0.03,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/24/19,0.02,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/31/19,0.05,1 NENC
2 SENC,pct_ed_visits_influenza,8/31/19,0.03,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/31/19,0.04,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/31/19,0.01,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/31/19,0.04,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/31/19,0.09,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/31/19,0.07,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/7/19,0.04,1 NENC
2 SENC,pct_ed_visits_influenza,9/7/19,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/7/19,0.04,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/7/19,0.05,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/7/19,0.14,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/7/19,0.08,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/7/19,0.03,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/14/19,0.09,1 NENC
2 SENC,pct_ed_visits_influenza,9/14/19,0.04,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/14/19,0.01,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/14/19,0.04,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/14/19,0.11,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/14/19,0.07,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/14/19,0.07,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/21/19,0.12,1 NENC
2 SENC,pct_ed_visits_influenza,9/21/19,0.09,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/21/19,0.08,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/21/19,0.07,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/21/19,0.13,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/21/19,0.13,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/21/19,0.08,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/28/19,0.18,1 NENC
2 SENC,pct_ed_visits_influenza,9/28/19,0.01,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/28/19,0.11,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/28/19,0.11,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/28/19,0.16,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/28/19,0.14,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/28/19,0.18,7 CLT AREA
