geo_value,signal,time_value,value,region,,
6 WNC,pct_ed_visits_influenza,7/23/2016,0.02,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,7/23/2016,0.02,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,7/30/2016,0,1 NENC,,
2 SENC,pct_ed_visits_influenza,7/30/2016,0.04,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,7/30/2016,0.05,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,7/30/2016,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,7/30/2016,0.01,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,7/30/2016,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,7/30/2016,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,8/6/2016,0.05,1 NENC,,
2 SENC,pct_ed_visits_influenza,8/6/2016,0.03,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,8/6/2016,0.06,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,8/6/2016,0,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,8/6/2016,0.03,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,8/6/2016,0.02,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,8/6/2016,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,8/13/2016,0.03,1 NENC,,
2 SENC,pct_ed_visits_influenza,8/13/2016,0.04,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,8/13/2016,0,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,8/13/2016,0.03,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,8/13/2016,0.02,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,8/13/2016,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,8/13/2016,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,8/20/2016,0.02,1 NENC,,
2 SENC,pct_ed_visits_influenza,8/20/2016,0,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,8/20/2016,0.05,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,8/20/2016,0,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,8/20/2016,0.01,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,8/20/2016,0.02,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,8/20/2016,0,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,8/27/2016,0.01,1 NENC,,
2 SENC,pct_ed_visits_influenza,8/27/2016,0.04,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,8/27/2016,0.09,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,8/27/2016,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,8/27/2016,0.01,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,8/27/2016,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,8/27/2016,0,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,9/3/2016,0.02,1 NENC,,
2 SENC,pct_ed_visits_influenza,9/3/2016,0.05,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,9/3/2016,0.02,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,9/3/2016,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,9/3/2016,0.02,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,9/3/2016,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,9/3/2016,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,9/10/2016,0.02,1 NENC,,
2 SENC,pct_ed_visits_influenza,9/10/2016,0.01,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,9/10/2016,0.07,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,9/10/2016,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,9/10/2016,0.02,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,9/10/2016,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,9/10/2016,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,9/17/2016,0.1,1 NENC,,
2 SENC,pct_ed_visits_influenza,9/17/2016,0.08,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,9/17/2016,0.08,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,9/17/2016,0.05,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,9/17/2016,0.05,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,9/17/2016,0.04,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,9/17/2016,0,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,9/24/2016,0.09,1 NENC,,
2 SENC,pct_ed_visits_influenza,9/24/2016,0.07,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,9/24/2016,0.07,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,9/24/2016,0.06,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,9/24/2016,0.08,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,9/24/2016,0.06,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,9/24/2016,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,10/1/2016,0.05,1 NENC,,
2 SENC,pct_ed_visits_influenza,10/1/2016,0.1,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,10/1/2016,0.05,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,10/1/2016,0.06,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,10/1/2016,0.06,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,10/1/2016,0.04,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,10/1/2016,0.03,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,10/8/2016,0.11,1 NENC,,
2 SENC,pct_ed_visits_influenza,10/8/2016,0.23,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,10/8/2016,0.1,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,10/8/2016,0.05,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,10/8/2016,0.06,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,10/8/2016,0.05,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,10/8/2016,0.03,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,10/15/2016,0.11,1 NENC,,
2 SENC,pct_ed_visits_influenza,10/15/2016,0.14,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,10/15/2016,0.15,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,10/15/2016,0.07,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,10/15/2016,0.09,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,10/15/2016,0.05,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,10/15/2016,0.07,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,10/22/2016,0.11,1 NENC,,
2 SENC,pct_ed_visits_influenza,10/22/2016,0.2,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,10/22/2016,0.17,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,10/22/2016,0.06,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,10/22/2016,0.07,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,10/22/2016,0.05,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,10/22/2016,0.06,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,10/29/2016,0.07,1 NENC,,
2 SENC,pct_ed_visits_influenza,10/29/2016,0.07,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,10/29/2016,0.16,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,10/29/2016,0.08,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,10/29/2016,0.09,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,10/29/2016,0.05,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,10/29/2016,0.08,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,11/5/2016,0.17,1 NENC,,
2 SENC,pct_ed_visits_influenza,11/5/2016,0.12,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,11/5/2016,0.11,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,11/5/2016,0.09,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,11/5/2016,0.1,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,11/5/2016,0.06,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,11/5/2016,0.12,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,11/12/2016,0.12,1 NENC,,
2 SENC,pct_ed_visits_influenza,11/12/2016,0.1,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,11/12/2016,0.29,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,11/12/2016,0.09,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,11/12/2016,0.09,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,11/12/2016,0.15,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,11/12/2016,0.1,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,11/19/2016,0.23,1 NENC,,
2 SENC,pct_ed_visits_influenza,11/19/2016,0.12,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,11/19/2016,0.35,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,11/19/2016,0.06,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,11/19/2016,0.09,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,11/19/2016,0.15,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,11/19/2016,0.16,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,11/26/2016,0.15,1 NENC,,
2 SENC,pct_ed_visits_influenza,11/26/2016,0.13,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,11/26/2016,0.4,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,11/26/2016,0.04,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,11/26/2016,0.14,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,11/26/2016,0.22,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,11/26/2016,0.13,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,12/3/2016,0.19,1 NENC,,
2 SENC,pct_ed_visits_influenza,12/3/2016,0.11,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,12/3/2016,0.4,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,12/3/2016,0.12,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,12/3/2016,0.13,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,12/3/2016,0.45,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,12/3/2016,0.14,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,12/10/2016,0.25,1 NENC,,
2 SENC,pct_ed_visits_influenza,12/10/2016,0.15,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,12/10/2016,0.28,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,12/10/2016,0.09,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,12/10/2016,0.26,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,12/10/2016,0.79,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,12/10/2016,0.14,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,12/17/2016,0.28,1 NENC,,
2 SENC,pct_ed_visits_influenza,12/17/2016,0.26,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,12/17/2016,0.46,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,12/17/2016,0.25,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,12/17/2016,0.28,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,12/17/2016,0.99,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,12/17/2016,0.25,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,12/24/2016,0.48,1 NENC,,
2 SENC,pct_ed_visits_influenza,12/24/2016,0.66,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,12/24/2016,0.85,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,12/24/2016,0.42,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,12/24/2016,0.5,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,12/24/2016,1.72,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,12/24/2016,0.4,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,12/31/2016,0.64,1 NENC,,
2 SENC,pct_ed_visits_influenza,12/31/2016,0.59,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,12/31/2016,1.05,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,12/31/2016,0.82,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,12/31/2016,0.89,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,12/31/2016,1.92,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,12/31/2016,0.77,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,1/7/2017,0.78,1 NENC,,
2 SENC,pct_ed_visits_influenza,1/7/2017,0.33,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,1/7/2017,1.15,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,1/7/2017,0.63,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,1/7/2017,0.77,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,1/7/2017,1.38,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,1/7/2017,0.82,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,1/14/2017,0.95,1 NENC,,
2 SENC,pct_ed_visits_influenza,1/14/2017,0.77,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,1/14/2017,1.55,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,1/14/2017,0.58,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,1/14/2017,0.83,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,1/14/2017,1.32,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,1/14/2017,0.92,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,1/21/2017,1.33,1 NENC,,
2 SENC,pct_ed_visits_influenza,1/21/2017,1.26,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,1/21/2017,2.26,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,1/21/2017,0.74,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,1/21/2017,0.82,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,1/21/2017,1.04,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,1/21/2017,0.83,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,1/28/2017,1.33,1 NENC,,
2 SENC,pct_ed_visits_influenza,1/28/2017,1.33,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,1/28/2017,2.24,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,1/28/2017,0.9,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,1/28/2017,0.64,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,1/28/2017,1.31,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,1/28/2017,0.87,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,2/4/2017,2.48,1 NENC,,
2 SENC,pct_ed_visits_influenza,2/4/2017,1.9,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,2/4/2017,2.88,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,2/4/2017,1.68,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,2/4/2017,1,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,2/4/2017,1.58,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,2/4/2017,1.43,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,2/11/2017,5.83,1 NENC,,
2 SENC,pct_ed_visits_influenza,2/11/2017,3.5,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,2/11/2017,5.34,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,2/11/2017,3.02,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,2/11/2017,2.04,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,2/11/2017,2.67,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,2/11/2017,2.61,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,2/18/2017,7.37,1 NENC,,
2 SENC,pct_ed_visits_influenza,2/18/2017,4.43,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,2/18/2017,6.81,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,2/18/2017,4.08,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,2/18/2017,3.13,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,2/18/2017,3.11,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,2/18/2017,3.29,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,2/25/2017,7.58,1 NENC,,
2 SENC,pct_ed_visits_influenza,2/25/2017,4.71,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,2/25/2017,7.71,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,2/25/2017,5.25,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,2/25/2017,4.5,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,2/25/2017,4.38,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,2/25/2017,3.88,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,3/4/2017,5.18,1 NENC,,
2 SENC,pct_ed_visits_influenza,3/4/2017,3.58,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,3/4/2017,6.09,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,3/4/2017,3.96,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,3/4/2017,3.6,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,3/4/2017,3.61,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,3/4/2017,2.91,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,3/11/2017,4.2,1 NENC,,
2 SENC,pct_ed_visits_influenza,3/11/2017,3.11,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,3/11/2017,5.62,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,3/11/2017,3.45,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,3/11/2017,3.32,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,3/11/2017,3.32,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,3/11/2017,2.26,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,3/18/2017,3.84,1 NENC,,
2 SENC,pct_ed_visits_influenza,3/18/2017,2.41,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,3/18/2017,4.65,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,3/18/2017,3.76,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,3/18/2017,3.39,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,3/18/2017,2.96,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,3/18/2017,2.16,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,3/25/2017,4.24,1 NENC,,
2 SENC,pct_ed_visits_influenza,3/25/2017,3.27,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,3/25/2017,5.82,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,3/25/2017,3.94,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,3/25/2017,3.61,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,3/25/2017,3.7,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,3/25/2017,2.21,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,4/1/2017,4,1 NENC,,
2 SENC,pct_ed_visits_influenza,4/1/2017,2.83,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,4/1/2017,4.69,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,4/1/2017,3.22,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,4/1/2017,2.96,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,4/1/2017,3.12,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,4/1/2017,2.15,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,4/8/2017,2.68,1 NENC,,
2 SENC,pct_ed_visits_influenza,4/8/2017,1.41,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,4/8/2017,2.39,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,4/8/2017,1.77,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,4/8/2017,1.48,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,4/8/2017,1.75,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,4/8/2017,0.88,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,4/15/2017,1.33,1 NENC,,
2 SENC,pct_ed_visits_influenza,4/15/2017,1.12,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,4/15/2017,1.73,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,4/15/2017,1.05,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,4/15/2017,0.93,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,4/15/2017,1.08,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,4/15/2017,0.58,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,4/22/2017,0.72,1 NENC,,
2 SENC,pct_ed_visits_influenza,4/22/2017,0.4,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,4/22/2017,0.95,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,4/22/2017,0.47,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,4/22/2017,0.46,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,4/22/2017,0.74,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,4/22/2017,0.26,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,4/29/2017,0.45,1 NENC,,
2 SENC,pct_ed_visits_influenza,4/29/2017,0.3,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,4/29/2017,0.46,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,4/29/2017,0.14,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,4/29/2017,0.17,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,4/29/2017,0.54,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,4/29/2017,0.18,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,5/6/2017,0.1,1 NENC,,
2 SENC,pct_ed_visits_influenza,5/6/2017,0.22,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,5/6/2017,0.31,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,5/6/2017,0.16,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,5/6/2017,0.1,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,5/6/2017,0.26,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,5/6/2017,0.06,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,5/13/2017,0.13,1 NENC,,
2 SENC,pct_ed_visits_influenza,5/13/2017,0.1,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,5/13/2017,0.25,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,5/13/2017,0.09,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,5/13/2017,0.09,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,5/13/2017,0.08,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,5/13/2017,0.05,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,5/20/2017,0.07,1 NENC,,
2 SENC,pct_ed_visits_influenza,5/20/2017,0.01,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,5/20/2017,0.16,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,5/20/2017,0.05,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,5/20/2017,0.07,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,5/20/2017,0.04,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,5/20/2017,0.04,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,5/27/2017,0.03,1 NENC,,
2 SENC,pct_ed_visits_influenza,5/27/2017,0.01,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,5/27/2017,0.09,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,5/27/2017,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,5/27/2017,0.02,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,5/27/2017,0.02,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,5/27/2017,0.06,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,6/3/2017,0.07,1 NENC,,
2 SENC,pct_ed_visits_influenza,6/3/2017,0,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,6/3/2017,0.09,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,6/3/2017,0.04,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,6/3/2017,0.07,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,6/3/2017,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,6/3/2017,0.03,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,6/10/2017,0.03,1 NENC,,
2 SENC,pct_ed_visits_influenza,6/10/2017,0,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,6/10/2017,0.13,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,6/10/2017,0.03,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,6/10/2017,0.07,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,6/10/2017,0.06,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,6/10/2017,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,6/17/2017,0.06,1 NENC,,
2 SENC,pct_ed_visits_influenza,6/17/2017,0.03,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,6/17/2017,0.06,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,6/17/2017,0.05,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,6/17/2017,0.04,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,6/17/2017,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,6/17/2017,0.02,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,6/24/2017,0.01,1 NENC,,
2 SENC,pct_ed_visits_influenza,6/24/2017,0,2 SENC,,
