"target_end_date","location","target","oracle_value"
2015-04-11,"clt-area","Flu ED visits pct",0.19
2015-04-18,"clt-area","Flu ED visits pct",0.11
2015-04-25,"clt-area","Flu ED visits pct",0.07
2015-05-02,"clt-area","Flu ED visits pct",0.08
2015-05-09,"clt-area","Flu ED visits pct",0.05
2015-05-16,"clt-area","Flu ED visits pct",0.03
2015-05-23,"clt-area","Flu ED visits pct",0.04
2015-05-30,"clt-area","Flu ED visits pct",0.01
2015-06-06,"clt-area","Flu ED visits pct",0
2015-06-13,"clt-area","Flu ED visits pct",0.02
2015-06-20,"clt-area","Flu ED visits pct",0
2015-06-27,"clt-area","Flu ED visits pct",0.01
2015-07-04,"clt-area","Flu ED visits pct",0
2015-07-11,"clt-area","Flu ED visits pct",0.01
2015-07-18,"clt-area","Flu ED visits pct",0.01
2015-07-25,"clt-area","Flu ED visits pct",0.01
2015-08-01,"clt-area","Flu ED visits pct",0.01
2015-08-08,"clt-area","Flu ED visits pct",0
2015-08-15,"clt-area","Flu ED visits pct",0
2015-08-22,"clt-area","Flu ED visits pct",0.01
2015-08-29,"clt-area","Flu ED visits pct",0
2015-09-05,"clt-area","Flu ED visits pct",0.01
2015-09-12,"clt-area","Flu ED visits pct",0.01
2015-09-19,"clt-area","Flu ED visits pct",0.02
2015-09-26,"clt-area","Flu ED visits pct",0.02
2015-10-03,"clt-area","Flu ED visits pct",0.03
2015-10-10,"clt-area","Flu ED visits pct",0.06
2015-10-17,"clt-area","Flu ED visits pct",0.01
2015-10-24,"clt-area","Flu ED visits pct",0.1
2015-10-31,"clt-area","Flu ED visits pct",0.12
2015-11-07,"clt-area","Flu ED visits pct",0.13
2015-11-14,"clt-area","Flu ED visits pct",0.11
2015-11-21,"clt-area","Flu ED visits pct",0.11
2015-11-28,"clt-area","Flu ED visits pct",0.11
2015-12-05,"clt-area","Flu ED visits pct",0.13
2015-12-12,"clt-area","Flu ED visits pct",0.1
2015-12-19,"clt-area","Flu ED visits pct",0.1
2015-12-26,"clt-area","Flu ED visits pct",0.14
2016-01-02,"clt-area","Flu ED visits pct",0.21
2016-01-09,"clt-area","Flu ED visits pct",0.15
2016-01-16,"clt-area","Flu ED visits pct",0.17
2016-01-23,"clt-area","Flu ED visits pct",0.27
2016-01-30,"clt-area","Flu ED visits pct",0.18
2016-02-06,"clt-area","Flu ED visits pct",0.29
2016-02-13,"clt-area","Flu ED visits pct",0.28
2016-02-20,"clt-area","Flu ED visits pct",0.58
2016-02-27,"clt-area","Flu ED visits pct",0.79
2016-03-05,"clt-area","Flu ED visits pct",1.14
2016-03-12,"clt-area","Flu ED visits pct",1.88
2016-03-19,"clt-area","Flu ED visits pct",1.42
2016-03-26,"clt-area","Flu ED visits pct",1.12
2016-04-02,"clt-area","Flu ED visits pct",0.84
2016-04-09,"clt-area","Flu ED visits pct",0.62
2016-04-16,"clt-area","Flu ED visits pct",0.39
2016-04-23,"clt-area","Flu ED visits pct",0.54
2016-04-30,"clt-area","Flu ED visits pct",0.38
2016-05-07,"clt-area","Flu ED visits pct",0.24
2016-05-14,"clt-area","Flu ED visits pct",0.11
2016-05-21,"clt-area","Flu ED visits pct",0.1
2016-05-28,"clt-area","Flu ED visits pct",0.11
2016-06-04,"clt-area","Flu ED visits pct",0.06
2016-06-11,"clt-area","Flu ED visits pct",0.02
2016-06-18,"clt-area","Flu ED visits pct",0.03
2016-06-25,"clt-area","Flu ED visits pct",0
2016-07-02,"clt-area","Flu ED visits pct",0.03
2016-07-09,"clt-area","Flu ED visits pct",0
2016-07-16,"clt-area","Flu ED visits pct",0.01
2016-07-23,"clt-area","Flu ED visits pct",0.02
2016-07-30,"clt-area","Flu ED visits pct",0.01
2016-08-06,"clt-area","Flu ED visits pct",0.01
2016-08-13,"clt-area","Flu ED visits pct",0.01
2016-08-20,"clt-area","Flu ED visits pct",0
2016-08-27,"clt-area","Flu ED visits pct",0
2016-09-03,"clt-area","Flu ED visits pct",0.01
2016-09-10,"clt-area","Flu ED visits pct",0.01
2016-09-17,"clt-area","Flu ED visits pct",0
2016-09-24,"clt-area","Flu ED visits pct",0.01
2016-10-01,"clt-area","Flu ED visits pct",0.03
2016-10-08,"clt-area","Flu ED visits pct",0.03
2016-10-15,"clt-area","Flu ED visits pct",0.07
2016-10-22,"clt-area","Flu ED visits pct",0.06
2016-10-29,"clt-area","Flu ED visits pct",0.08
2016-11-05,"clt-area","Flu ED visits pct",0.12
2016-11-12,"clt-area","Flu ED visits pct",0.1
2016-11-19,"clt-area","Flu ED visits pct",0.16
2016-11-26,"clt-area","Flu ED visits pct",0.13
2016-12-03,"clt-area","Flu ED visits pct",0.14
2016-12-10,"clt-area","Flu ED visits pct",0.14
2016-12-17,"clt-area","Flu ED visits pct",0.25
2016-12-24,"clt-area","Flu ED visits pct",0.4
2016-12-31,"clt-area","Flu ED visits pct",0.77
2017-01-07,"clt-area","Flu ED visits pct",0.82
2017-01-14,"clt-area","Flu ED visits pct",0.92
2017-01-21,"clt-area","Flu ED visits pct",0.83
2017-01-28,"clt-area","Flu ED visits pct",0.87
2017-02-04,"clt-area","Flu ED visits pct",1.43
2017-02-11,"clt-area","Flu ED visits pct",2.61
2017-02-18,"clt-area","Flu ED visits pct",3.29
2017-02-25,"clt-area","Flu ED visits pct",3.88
2017-03-04,"clt-area","Flu ED visits pct",2.91
2017-03-11,"clt-area","Flu ED visits pct",2.26
2017-03-18,"clt-area","Flu ED visits pct",2.16
2017-03-25,"clt-area","Flu ED visits pct",2.21
2017-04-01,"clt-area","Flu ED visits pct",2.15
2017-04-08,"clt-area","Flu ED visits pct",0.88
2017-04-15,"clt-area","Flu ED visits pct",0.58
2017-04-22,"clt-area","Flu ED visits pct",0.26
2017-04-29,"clt-area","Flu ED visits pct",0.18
2017-05-06,"clt-area","Flu ED visits pct",0.06
2017-05-13,"clt-area","Flu ED visits pct",0.05
2017-05-20,"clt-area","Flu ED visits pct",0.04
2017-05-27,"clt-area","Flu ED visits pct",0.06
2017-06-03,"clt-area","Flu ED visits pct",0.03
2017-06-10,"clt-area","Flu ED visits pct",0.01
2017-06-17,"clt-area","Flu ED visits pct",0.02
2017-06-24,"clt-area","Flu ED visits pct",0.01
2017-07-01,"clt-area","Flu ED visits pct",0.01
2017-07-08,"clt-area","Flu ED visits pct",0.01
2017-07-15,"clt-area","Flu ED visits pct",0.03
2017-07-22,"clt-area","Flu ED visits pct",0
2017-07-29,"clt-area","Flu ED visits pct",0.01
2017-08-05,"clt-area","Flu ED visits pct",0.01
2017-08-12,"clt-area","Flu ED visits pct",0.02
2017-08-19,"clt-area","Flu ED visits pct",0.01
2017-08-26,"clt-area","Flu ED visits pct",0.02
2017-09-02,"clt-area","Flu ED visits pct",0
2017-09-09,"clt-area","Flu ED visits pct",0.01
2017-09-16,"clt-area","Flu ED visits pct",0.02
2017-09-23,"clt-area","Flu ED visits pct",0.09
2017-09-30,"clt-area","Flu ED visits pct",0.05
2017-10-07,"clt-area","Flu ED visits pct",0.05
2017-10-14,"clt-area","Flu ED visits pct",0.11
2017-10-21,"clt-area","Flu ED visits pct",0.17
2017-10-28,"clt-area","Flu ED visits pct",0.11
2017-11-04,"clt-area","Flu ED visits pct",0.14
2017-11-11,"clt-area","Flu ED visits pct",0.19
2017-11-18,"clt-area","Flu ED visits pct",0.18
2017-11-25,"clt-area","Flu ED visits pct",0.27
2017-12-02,"clt-area","Flu ED visits pct",0.42
2017-12-09,"clt-area","Flu ED visits pct",0.41
2017-12-16,"clt-area","Flu ED visits pct",0.46
2017-12-23,"clt-area","Flu ED visits pct",0.99
2017-12-30,"clt-area","Flu ED visits pct",1.72
2018-01-06,"clt-area","Flu ED visits pct",2.28
2018-01-13,"clt-area","Flu ED visits pct",4.06
2018-01-20,"clt-area","Flu ED visits pct",5.22
2018-01-27,"clt-area","Flu ED visits pct",6.08
2018-02-03,"clt-area","Flu ED visits pct",6.55
2018-02-10,"clt-area","Flu ED visits pct",7.04
2018-02-17,"clt-area","Flu ED visits pct",6.15
2018-02-24,"clt-area","Flu ED visits pct",3.59
2018-03-03,"clt-area","Flu ED visits pct",1.65
2018-03-10,"clt-area","Flu ED visits pct",1.14
2018-03-17,"clt-area","Flu ED visits pct",0.89
2018-03-24,"clt-area","Flu ED visits pct",0.77
2018-03-31,"clt-area","Flu ED visits pct",0.67
2018-04-07,"clt-area","Flu ED visits pct",0.4
2018-04-14,"clt-area","Flu ED visits pct",0.31
2018-04-21,"clt-area","Flu ED visits pct",0.21
2018-04-28,"clt-area","Flu ED visits pct",0.25
2018-05-05,"clt-area","Flu ED visits pct",0.14
2018-05-12,"clt-area","Flu ED visits pct",0.1
2018-05-19,"clt-area","Flu ED visits pct",0.05
2018-05-26,"clt-area","Flu ED visits pct",0.04
2018-06-02,"clt-area","Flu ED visits pct",0.03
2018-06-09,"clt-area","Flu ED visits pct",0.03
2018-06-16,"clt-area","Flu ED visits pct",0.04
2018-06-23,"clt-area","Flu ED visits pct",0
2018-06-30,"clt-area","Flu ED visits pct",0.01
2018-07-07,"clt-area","Flu ED visits pct",0.01
2018-07-14,"clt-area","Flu ED visits pct",0.01
2018-07-21,"clt-area","Flu ED visits pct",0.01
2018-07-28,"clt-area","Flu ED visits pct",0.01
2018-08-04,"clt-area","Flu ED visits pct",0.01
2018-08-11,"clt-area","Flu ED visits pct",0.01
2018-08-18,"clt-area","Flu ED visits pct",0
2018-08-25,"clt-area","Flu ED visits pct",0.02
2018-09-01,"clt-area","Flu ED visits pct",0.02
2018-09-08,"clt-area","Flu ED visits pct",0.02
2018-09-15,"clt-area","Flu ED visits pct",0.05
2018-09-22,"clt-area","Flu ED visits pct",0.08
2018-09-29,"clt-area","Flu ED visits pct",0.06
2018-10-06,"clt-area","Flu ED visits pct",0.13
2018-10-13,"clt-area","Flu ED visits pct",0.15
2018-10-20,"clt-area","Flu ED visits pct",0.14
2018-10-27,"clt-area","Flu ED visits pct",0.18
2018-11-03,"clt-area","Flu ED visits pct",0.23
2018-11-10,"clt-area","Flu ED visits pct",0.32
2018-11-17,"clt-area","Flu ED visits pct",0.26
2018-11-24,"clt-area","Flu ED visits pct",0.37
2018-12-01,"clt-area","Flu ED visits pct",0.41
2018-12-08,"clt-area","Flu ED visits pct",0.47
2018-12-15,"clt-area","Flu ED visits pct",0.57
2018-12-22,"clt-area","Flu ED visits pct",0.67
2018-12-29,"clt-area","Flu ED visits pct",1.12
2019-01-05,"clt-area","Flu ED visits pct",1.29
2019-01-12,"clt-area","Flu ED visits pct",1.03
2019-01-19,"clt-area","Flu ED visits pct",1.98
2019-01-26,"clt-area","Flu ED visits pct",2.9
2019-02-02,"clt-area","Flu ED visits pct",4.38
2019-02-09,"clt-area","Flu ED visits pct",6.97
2019-02-16,"clt-area","Flu ED visits pct",5.65
2019-02-23,"clt-area","Flu ED visits pct",4.66
2019-03-02,"clt-area","Flu ED visits pct",3.11
2019-03-09,"clt-area","Flu ED visits pct",1.92
2019-03-16,"clt-area","Flu ED visits pct",1.39
2019-03-23,"clt-area","Flu ED visits pct",0.98
2019-03-30,"clt-area","Flu ED visits pct",0.8
2019-04-06,"clt-area","Flu ED visits pct",0.7
2019-04-13,"clt-area","Flu ED visits pct",0.47
2019-04-20,"clt-area","Flu ED visits pct",0.22
2019-04-27,"clt-area","Flu ED visits pct",0.18
2019-05-04,"clt-area","Flu ED visits pct",0.13
2019-05-11,"clt-area","Flu ED visits pct",0.08
2019-05-18,"clt-area","Flu ED visits pct",0.08
2019-05-25,"clt-area","Flu ED visits pct",0.09
2019-06-01,"clt-area","Flu ED visits pct",0.05
2019-06-08,"clt-area","Flu ED visits pct",0.03
2019-06-15,"clt-area","Flu ED visits pct",0.05
2019-06-22,"clt-area","Flu ED visits pct",0.04
2019-06-29,"clt-area","Flu ED visits pct",0.02
2019-07-06,"clt-area","Flu ED visits pct",0.02
2019-07-13,"clt-area","Flu ED visits pct",0.05
2019-07-20,"clt-area","Flu ED visits pct",0.01
2019-07-27,"clt-area","Flu ED visits pct",0.03
2019-08-03,"clt-area","Flu ED visits pct",0.01
2019-08-10,"clt-area","Flu ED visits pct",0
2019-08-17,"clt-area","Flu ED visits pct",0.01
2019-08-24,"clt-area","Flu ED visits pct",0.02
2019-08-31,"clt-area","Flu ED visits pct",0.07
2019-09-07,"clt-area","Flu ED visits pct",0.03
2019-09-14,"clt-area","Flu ED visits pct",0.07
2019-09-21,"clt-area","Flu ED visits pct",0.08
2019-09-28,"clt-area","Flu ED visits pct",0.18
2019-10-05,"clt-area","Flu ED visits pct",0.15
2019-10-12,"clt-area","Flu ED visits pct",0.15
2019-10-19,"clt-area","Flu ED visits pct",0.15
2019-10-26,"clt-area","Flu ED visits pct",0.19
2019-11-02,"clt-area","Flu ED visits pct",0.2
2019-11-09,"clt-area","Flu ED visits pct",0.26
2019-11-16,"clt-area","Flu ED visits pct",0.33
2019-11-23,"clt-area","Flu ED visits pct",0.5
2019-11-30,"clt-area","Flu ED visits pct",0.76
2019-12-07,"clt-area","Flu ED visits pct",0.94
2019-12-14,"clt-area","Flu ED visits pct",1.6
2019-12-21,"clt-area","Flu ED visits pct",2.74
2019-12-28,"clt-area","Flu ED visits pct",4.86
2020-01-04,"clt-area","Flu ED visits pct",4.07
2020-01-11,"clt-area","Flu ED visits pct",3.06
2020-01-18,"clt-area","Flu ED visits pct",2.95
2020-01-25,"clt-area","Flu ED visits pct",3.38
2020-02-01,"clt-area","Flu ED visits pct",4.28
2020-02-08,"clt-area","Flu ED visits pct",4.76
2020-02-15,"clt-area","Flu ED visits pct",3.96
2020-02-22,"clt-area","Flu ED visits pct",3.32
2020-02-29,"clt-area","Flu ED visits pct",2.87
2020-03-07,"clt-area","Flu ED visits pct",2.72
2020-03-14,"clt-area","Flu ED visits pct",2.53
2020-03-21,"clt-area","Flu ED visits pct",2.02
2020-03-28,"clt-area","Flu ED visits pct",1.03
2020-04-04,"clt-area","Flu ED visits pct",0.88
2020-04-11,"clt-area","Flu ED visits pct",0.7
2020-04-18,"clt-area","Flu ED visits pct",0.43
2020-04-25,"clt-area","Flu ED visits pct",0.47
2020-05-02,"clt-area","Flu ED visits pct",0.17
2020-05-09,"clt-area","Flu ED visits pct",0.23
2020-05-16,"clt-area","Flu ED visits pct",0.11
2020-05-23,"clt-area","Flu ED visits pct",0.06
2020-05-30,"clt-area","Flu ED visits pct",0.13
2020-06-06,"clt-area","Flu ED visits pct",0.09
2020-06-13,"clt-area","Flu ED visits pct",0.2
2020-06-20,"clt-area","Flu ED visits pct",0.17
2020-06-27,"clt-area","Flu ED visits pct",0.11
2020-07-04,"clt-area","Flu ED visits pct",0.15
2020-07-11,"clt-area","Flu ED visits pct",0.14
2020-07-18,"clt-area","Flu ED visits pct",0.12
2020-07-25,"clt-area","Flu ED visits pct",0.12
2020-08-01,"clt-area","Flu ED visits pct",0.08
2020-08-08,"clt-area","Flu ED visits pct",0.15
2020-08-15,"clt-area","Flu ED visits pct",0.09
2020-08-22,"clt-area","Flu ED visits pct",0.11
2020-08-29,"clt-area","Flu ED visits pct",0.07
2020-09-05,"clt-area","Flu ED visits pct",0.07
2020-09-12,"clt-area","Flu ED visits pct",0.05
2020-09-19,"clt-area","Flu ED visits pct",0.07
2020-09-26,"clt-area","Flu ED visits pct",0.11
2020-10-03,"clt-area","Flu ED visits pct",0.11
2020-10-10,"clt-area","Flu ED visits pct",0.18
2020-10-17,"clt-area","Flu ED visits pct",0.11
2020-10-24,"clt-area","Flu ED visits pct",0.16
2020-10-31,"clt-area","Flu ED visits pct",0.12
2020-11-07,"clt-area","Flu ED visits pct",0.11
2020-11-14,"clt-area","Flu ED visits pct",0.11
2020-11-21,"clt-area","Flu ED visits pct",0.2
2020-11-28,"clt-area","Flu ED visits pct",0.14
2020-12-05,"clt-area","Flu ED visits pct",0.1
2020-12-12,"clt-area","Flu ED visits pct",0.14
2020-12-19,"clt-area","Flu ED visits pct",0.21
2020-12-26,"clt-area","Flu ED visits pct",0.21
2021-01-02,"clt-area","Flu ED visits pct",0.16
2021-01-09,"clt-area","Flu ED visits pct",0.23
2021-01-16,"clt-area","Flu ED visits pct",0.17
2021-01-23,"clt-area","Flu ED visits pct",0.08
2021-01-30,"clt-area","Flu ED visits pct",0.13
2021-02-06,"clt-area","Flu ED visits pct",0.11
2021-02-13,"clt-area","Flu ED visits pct",0.08
2021-02-20,"clt-area","Flu ED visits pct",0.11
2021-02-27,"clt-area","Flu ED visits pct",0.09
2021-03-06,"clt-area","Flu ED visits pct",0.1
2021-03-13,"clt-area","Flu ED visits pct",0.06
2021-03-20,"clt-area","Flu ED visits pct",0.07
2021-03-27,"clt-area","Flu ED visits pct",0.11
2021-04-03,"clt-area","Flu ED visits pct",0.04
2021-04-10,"clt-area","Flu ED visits pct",0.06
2021-04-17,"clt-area","Flu ED visits pct",0.04
2021-04-24,"clt-area","Flu ED visits pct",0.03
2021-05-01,"clt-area","Flu ED visits pct",0.06
2021-05-08,"clt-area","Flu ED visits pct",0.04
2021-05-15,"clt-area","Flu ED visits pct",0.02
2021-05-22,"clt-area","Flu ED visits pct",0.06
2021-05-29,"clt-area","Flu ED visits pct",0.05
2021-06-05,"clt-area","Flu ED visits pct",0.09
2021-06-12,"clt-area","Flu ED visits pct",0.04
2021-06-19,"clt-area","Flu ED visits pct",0.05
2021-06-26,"clt-area","Flu ED visits pct",0.08
2021-07-03,"clt-area","Flu ED visits pct",0.04
2021-07-10,"clt-area","Flu ED visits pct",0.04
2021-07-17,"clt-area","Flu ED visits pct",0.04
2021-07-24,"clt-area","Flu ED visits pct",0.06
2021-07-31,"clt-area","Flu ED visits pct",0.08
2021-08-07,"clt-area","Flu ED visits pct",0.08
2021-08-14,"clt-area","Flu ED visits pct",0.13
2021-08-21,"clt-area","Flu ED visits pct",0.08
2021-08-28,"clt-area","Flu ED visits pct",0.08
2021-09-04,"clt-area","Flu ED visits pct",0.13
2021-09-11,"clt-area","Flu ED visits pct",0.1
2021-09-18,"clt-area","Flu ED visits pct",0.07
2021-09-25,"clt-area","Flu ED visits pct",0.08
2021-10-02,"clt-area","Flu ED visits pct",0.08
2021-10-09,"clt-area","Flu ED visits pct",0.11
2021-10-16,"clt-area","Flu ED visits pct",0.09
2021-10-23,"clt-area","Flu ED visits pct",0.07
2021-10-30,"clt-area","Flu ED visits pct",0.11
2021-11-06,"clt-area","Flu ED visits pct",0.13
2021-11-13,"clt-area","Flu ED visits pct",0.13
2021-11-20,"clt-area","Flu ED visits pct",0.18
2021-11-27,"clt-area","Flu ED visits pct",0.29
2021-12-04,"clt-area","Flu ED visits pct",0.43
2021-12-11,"clt-area","Flu ED visits pct",0.55
2021-12-18,"clt-area","Flu ED visits pct",0.73
2021-12-25,"clt-area","Flu ED visits pct",0.9
2022-01-01,"clt-area","Flu ED visits pct",0.82
2022-01-08,"clt-area","Flu ED visits pct",0.54
2022-01-15,"clt-area","Flu ED visits pct",0.56
2022-01-22,"clt-area","Flu ED visits pct",0.29
2022-01-29,"clt-area","Flu ED visits pct",0.3
2022-02-05,"clt-area","Flu ED visits pct",0.25
2022-02-12,"clt-area","Flu ED visits pct",0.26
2022-02-19,"clt-area","Flu ED visits pct",0.34
2022-02-26,"clt-area","Flu ED visits pct",0.36
2022-03-05,"clt-area","Flu ED visits pct",0.41
2022-03-12,"clt-area","Flu ED visits pct",0.33
2022-03-19,"clt-area","Flu ED visits pct",0.29
2022-03-26,"clt-area","Flu ED visits pct",0.32
2022-04-02,"clt-area","Flu ED visits pct",0.4
2022-04-09,"clt-area","Flu ED visits pct",0.72
2022-04-16,"clt-area","Flu ED visits pct",1.11
2022-04-23,"clt-area","Flu ED visits pct",1
2022-04-30,"clt-area","Flu ED visits pct",0.86
2022-05-07,"clt-area","Flu ED visits pct",0.76
2022-05-14,"clt-area","Flu ED visits pct",0.82
2022-05-21,"clt-area","Flu ED visits pct",0.81
2022-05-28,"clt-area","Flu ED visits pct",0.86
2022-06-04,"clt-area","Flu ED visits pct",0.76
2022-06-11,"clt-area","Flu ED visits pct",0.65
2022-06-18,"clt-area","Flu ED visits pct",0.63
2022-06-25,"clt-area","Flu ED visits pct",0.39
2022-07-02,"clt-area","Flu ED visits pct",0.29
2022-07-09,"clt-area","Flu ED visits pct",0.3
2022-07-16,"clt-area","Flu ED visits pct",0.27
2022-07-23,"clt-area","Flu ED visits pct",0.2
2022-07-30,"clt-area","Flu ED visits pct",0.18
2022-08-06,"clt-area","Flu ED visits pct",0.2
2022-08-13,"clt-area","Flu ED visits pct",0.25
2022-08-20,"clt-area","Flu ED visits pct",0.2
2022-08-27,"clt-area","Flu ED visits pct",0.28
2022-09-03,"clt-area","Flu ED visits pct",0.26
2022-09-10,"clt-area","Flu ED visits pct",0.35
2022-09-17,"clt-area","Flu ED visits pct",0.45
2022-09-24,"clt-area","Flu ED visits pct",0.43
2022-10-01,"clt-area","Flu ED visits pct",0.54
2022-10-08,"clt-area","Flu ED visits pct",0.67
2022-10-15,"clt-area","Flu ED visits pct",0.87
2022-10-22,"clt-area","Flu ED visits pct",2.04
2022-10-29,"clt-area","Flu ED visits pct",5.75
2022-11-05,"clt-area","Flu ED visits pct",10.22
2022-11-12,"clt-area","Flu ED visits pct",10.69
2022-11-19,"clt-area","Flu ED visits pct",9.55
2022-11-26,"clt-area","Flu ED visits pct",12.15
2022-12-03,"clt-area","Flu ED visits pct",10.88
2022-12-10,"clt-area","Flu ED visits pct",7.64
2022-12-17,"clt-area","Flu ED visits pct",5.66
2022-12-24,"clt-area","Flu ED visits pct",4.78
2022-12-31,"clt-area","Flu ED visits pct",5.19
2023-01-07,"clt-area","Flu ED visits pct",3.84
2023-01-14,"clt-area","Flu ED visits pct",2.33
2023-01-21,"clt-area","Flu ED visits pct",1.77
2023-01-28,"clt-area","Flu ED visits pct",1.46
2023-02-04,"clt-area","Flu ED visits pct",1.56
2023-02-11,"clt-area","Flu ED visits pct",1.61
2023-02-18,"clt-area","Flu ED visits pct",1.41
2023-02-25,"clt-area","Flu ED visits pct",1.28
2023-03-04,"clt-area","Flu ED visits pct",1.13
2023-03-11,"clt-area","Flu ED visits pct",1.04
2023-03-18,"clt-area","Flu ED visits pct",1.16
2023-03-25,"clt-area","Flu ED visits pct",1
2023-04-01,"clt-area","Flu ED visits pct",0.93
2023-04-08,"clt-area","Flu ED visits pct",0.88
2023-04-15,"clt-area","Flu ED visits pct",0.72
2023-04-22,"clt-area","Flu ED visits pct",0.69
2023-04-29,"clt-area","Flu ED visits pct",0.67
2023-05-06,"clt-area","Flu ED visits pct",0.67
2023-05-13,"clt-area","Flu ED visits pct",0.75
2023-05-20,"clt-area","Flu ED visits pct",0.78
2023-05-27,"clt-area","Flu ED visits pct",0.75
2023-06-03,"clt-area","Flu ED visits pct",0.82
2023-06-10,"clt-area","Flu ED visits pct",0.72
2023-06-17,"clt-area","Flu ED visits pct",0.63
2023-06-24,"clt-area","Flu ED visits pct",0.57
2023-07-01,"clt-area","Flu ED visits pct",0.43
2023-07-08,"clt-area","Flu ED visits pct",0.39
2023-07-15,"clt-area","Flu ED visits pct",0.48
2023-07-22,"clt-area","Flu ED visits pct",0.4
2023-07-29,"clt-area","Flu ED visits pct",0.55
2023-08-05,"clt-area","Flu ED visits pct",0.49
2023-08-12,"clt-area","Flu ED visits pct",0.58
2023-08-19,"clt-area","Flu ED visits pct",0.72
2023-08-26,"clt-area","Flu ED visits pct",0.91
2023-09-02,"clt-area","Flu ED visits pct",0.99
2023-09-09,"clt-area","Flu ED visits pct",1.19
2023-09-16,"clt-area","Flu ED visits pct",1.27
2023-09-23,"clt-area","Flu ED visits pct",1.24
2023-09-30,"clt-area","Flu ED visits pct",1.15
2023-10-07,"clt-area","Flu ED visits pct",1.15
2023-10-14,"clt-area","Flu ED visits pct",1.39
2023-10-21,"clt-area","Flu ED visits pct",1.33
2023-10-28,"clt-area","Flu ED visits pct",1.55
2023-11-04,"clt-area","Flu ED visits pct",1.94
2023-11-11,"clt-area","Flu ED visits pct",2.83
2023-11-18,"clt-area","Flu ED visits pct",3.72
2023-11-25,"clt-area","Flu ED visits pct",5.14
2023-12-02,"clt-area","Flu ED visits pct",6.73
2023-12-09,"clt-area","Flu ED visits pct",8.95
2023-12-16,"clt-area","Flu ED visits pct",12.71
2023-12-23,"clt-area","Flu ED visits pct",16.78
2023-12-30,"clt-area","Flu ED visits pct",16.77
2024-01-06,"clt-area","Flu ED visits pct",10.82
2024-01-13,"clt-area","Flu ED visits pct",7.74
2024-01-20,"clt-area","Flu ED visits pct",6.07
2024-01-27,"clt-area","Flu ED visits pct",5.88
2024-02-03,"clt-area","Flu ED visits pct",4.7
2024-02-10,"clt-area","Flu ED visits pct",4.45
2024-02-17,"clt-area","Flu ED visits pct",3.64
2024-02-24,"clt-area","Flu ED visits pct",4.01
2024-03-02,"clt-area","Flu ED visits pct",3.61
2024-03-09,"clt-area","Flu ED visits pct",3.17
2024-03-16,"clt-area","Flu ED visits pct",2.7
2024-03-23,"clt-area","Flu ED visits pct",2.25
2024-03-30,"clt-area","Flu ED visits pct",2.02
2024-04-06,"clt-area","Flu ED visits pct",2.27
2024-04-13,"clt-area","Flu ED visits pct",1.77
2024-04-20,"clt-area","Flu ED visits pct",1.32
2024-04-27,"clt-area","Flu ED visits pct",1.34
2024-05-04,"clt-area","Flu ED visits pct",1.23
2024-05-11,"clt-area","Flu ED visits pct",1.05
2024-05-18,"clt-area","Flu ED visits pct",1.28
2024-05-25,"clt-area","Flu ED visits pct",1.07
2024-06-01,"clt-area","Flu ED visits pct",1.01
2024-06-08,"clt-area","Flu ED visits pct",0.86
2024-06-15,"clt-area","Flu ED visits pct",0.88
2024-06-22,"clt-area","Flu ED visits pct",0.83
2024-06-29,"clt-area","Flu ED visits pct",1.02
2024-07-06,"clt-area","Flu ED visits pct",0.82
2024-07-13,"clt-area","Flu ED visits pct",0.91
2024-07-20,"clt-area","Flu ED visits pct",1.04
2024-07-27,"clt-area","Flu ED visits pct",1.12
2024-08-03,"clt-area","Flu ED visits pct",1.34
2024-08-10,"clt-area","Flu ED visits pct",1.32
2024-08-17,"clt-area","Flu ED visits pct",1.57
2024-08-24,"clt-area","Flu ED visits pct",1.62
2024-08-31,"clt-area","Flu ED visits pct",1.73
2024-09-07,"clt-area","Flu ED visits pct",1.88
2024-09-14,"clt-area","Flu ED visits pct",1.91
2024-09-21,"clt-area","Flu ED visits pct",1.75
2024-09-28,"clt-area","Flu ED visits pct",1.78
2024-10-05,"clt-area","Flu ED visits pct",1.63
2024-10-12,"clt-area","Flu ED visits pct",1.58
2024-10-19,"clt-area","Flu ED visits pct",1.69
2024-10-26,"clt-area","Flu ED visits pct",2.06
2024-11-02,"clt-area","Flu ED visits pct",1.95
2024-11-09,"clt-area","Flu ED visits pct",1.98
2024-11-16,"clt-area","Flu ED visits pct",2.1
2024-11-23,"clt-area","Flu ED visits pct",2.35
2024-11-30,"clt-area","Flu ED visits pct",2.43
2024-12-07,"clt-area","Flu ED visits pct",2.73
2024-12-14,"clt-area","Flu ED visits pct",3.32
2024-12-21,"clt-area","Flu ED visits pct",4.72
2024-12-28,"clt-area","Flu ED visits pct",6.63
2025-01-04,"clt-area","Flu ED visits pct",8.05
2025-01-11,"clt-area","Flu ED visits pct",7.57
2025-01-18,"clt-area","Flu ED visits pct",10.21
2025-01-25,"clt-area","Flu ED visits pct",13.47
2025-02-01,"clt-area","Flu ED visits pct",16.98
2025-02-08,"clt-area","Flu ED visits pct",17.17
2025-02-15,"clt-area","Flu ED visits pct",11.8
2025-02-22,"clt-area","Flu ED visits pct",8.81
2025-03-01,"clt-area","Flu ED visits pct",7.06
2025-03-08,"clt-area","Flu ED visits pct",5.93
2025-03-15,"clt-area","Flu ED visits pct",4.86
